1,4140.0000,381832.24998900000,4103376.55251000000
11,4140.0000,381922.87159700000,4103410.23891000000
21,4140.0000,381891.51897600000,4103229.64135000000
31,4140.0000,382093.54332000000,4103219.92663000000
41,4140.0000,382135.13146200000,4103237.17841000000
51,4140.0000,382290.30175700000,4103212.75423000000
61,0.0000,382133.03640800000,4102937.54101000000
71,0.0000,382273.43554200000,4103128.71576000000
81,4098.0000,382188.82051600000,4102979.54737000000
91,0.0000,381926.02001800000,4102975.41882000000
101,4092.0000,381900.33682400000,4103025.69049000000
111,4108.0000,382176.04905900000,4102887.74584000000
121,0.0000,382166.98174200000,4103054.70344000000
131,4120.0000,382139.86487900000,4103080.88356000000
141,4120.0000,382014.61688900000,4103143.27669000000
151,4120.0000,381942.50518100000,4103152.83929000000
161,4120.0000,381876.99940000000,4103306.00113000000
171,4130.0000,381893.00097600000,4103380.62262000000
181,4130.0000,381862.42459800000,4103233.13841000000
191,4130.0000,381975.36175900000,4103199.92743000000
201,4130.0000,382131.75510900000,4103158.59041000000
211,4140.0000,382279.79731600000,4103187.32697000000
221,4140.0000,382386.12709500000,4103073.20744000000
231,4140.0000,382359.38727800000,4103034.46077000000
241,4140.0000,382322.62855000000,4102940.12625000000
251,4140.0000,382418.94795600000,4102826.94885000000
261,4111.0000,382359.84657500000,4103166.62855000000
271,4111.0000,382502.13575700000,4103102.65052000000
281,4111.0000,382336.53791500000,4103022.33030000000
291,4111.0000,382425.31896000000,4102902.32217000000
301,4111.0000,382430.72682800000,4102800.01419000000
311,4150.0000,381921.69102000000,4103446.60919000000
321,4150.0000,381920.09770900000,4103246.87334000000
331,4150.0000,382026.04065700000,4103221.08171000000
341,4150.0000,382112.89856600000,4103328.59200000000
351,4150.0000,382220.67741100000,4103383.73682000000
361,4150.0000,382145.63003600000,4103276.66078000000
371,4150.0000,382322.95770600000,4103256.60095000000
381,4146.0000,382422.99803000000,4103248.09080000000
391,4146.0000,382463.72751000000,4103252.95407000000
401,4146.0000,382409.68998400000,4103107.23356000000
411,4146.0000,382535.18371700000,4103156.99426000000
421,4146.0000,382580.85478000000,4103106.27887000000
431,4146.0000,382431.03419100000,4102982.44214000000
441,4146.0000,382477.82215700000,4102852.00610000000
451,4170.0000,381958.50625900000,4103430.95537000000
461,4170.0000,381969.00644100000,4103264.06841000000
471,4170.0000,381980.18122400000,4103253.10903000000
481,4170.0000,382131.13627700000,4103378.22053000000
491,4170.0000,382272.85583400000,4103422.38420000000
501,4170.0000,382286.19219600000,4103354.45755000000
511,4170.0000,382490.84074000000,4103356.95394000000
521,4170.0000,382500.15884100000,4103266.34887000000
531,4170.0000,382569.49048800000,4103228.80496000000
541,4174.0000,381945.31819700000,4103476.39988000000
551,4174.0000,382078.56689800000,4103361.46998000000
561,4174.0000,382175.77784600000,4103458.18737000000
571,4174.0000,382391.45139200000,4103466.04815000000
581,4174.0000,382359.90150600000,4103374.69882000000
591,4174.0000,382512.31006100000,4103375.27446000000
601,4174.0000,382582.75226300000,4103303.95903000000
611,4174.0000,382614.56949100000,4103261.39979000000
621,4174.0000,382673.69583800000,4103156.72700000000
631,4174.0000,382659.87970800000,4103069.97874000000
641,4174.0000,382570.62808900000,4102995.88301000000
651,4174.0000,382611.43766500000,4102834.36851000000
661,4240.0000,382067.65268400000,4103448.79328000000
671,4230.0000,382066.01738500000,4103410.54738000000
681,4220.0000,382128.33343000000,4103481.38398000000
691,4220.0000,382043.58740100000,4103410.16389000000
701,4224.0000,382075.98414200000,4103396.64853000000
711,4224.0000,382274.60582700000,4103472.18244000000
721,4224.0000,382463.08921300000,4103467.77663000000
731,4224.0000,382465.45826800000,4103419.60194000000
741,4224.0000,382672.34845900000,4103455.60764000000
751,4224.0000,382749.33583600000,4103403.81548000000
761,4224.0000,382709.62703700000,4103305.89896000000
771,4224.0000,382750.20433900000,4103183.42910000000
781,4224.0000,382680.56133300000,4103003.45682000000
791,4224.0000,382681.34116700000,4102922.15753000000
801,4224.0000,382807.22258900000,4102974.65324000000
811,4224.0000,382981.99502200000,4103002.08964000000
821,4224.0000,383127.54098300000,4103093.03877000000
831,4224.0000,383284.23105300000,4103068.48388000000
841,0.0000,382310.21686900000,4103500.25264000000
851,4260.0000,382567.45855100000,4103512.40697000000
861,4250.0000,382504.18236400000,4103510.99277000000
871,4256.0000,382513.72464900000,4103496.85292000000
881,4256.0000,382644.23919100000,4103519.54787000000
891,4256.0000,382834.62881000000,4103493.74322000000
901,4256.0000,382773.44702200000,4103316.28749000000
911,4256.0000,382802.33728900000,4103145.47781000000
921,4256.0000,382857.60959200000,4103048.54910000000
931,4256.0000,383005.37910300000,4103099.80667000000
941,4256.0000,383265.63773000000,4103193.13076000000
951,4256.0000,383349.04795100000,4103093.23277000000
961,4256.0000,383419.19466500000,4103178.63789000000
971,4256.0000,383355.86977000000,4103322.86448000000
981,4256.0000,383311.77329100000,4103455.00153000000
991,4256.0000,383189.82278400000,4103494.59280000000
1001,4246.0000,383213.36791900000,4103509.36905000000
1011,4246.0000,383308.66528200000,4103473.31267000000
1021,4246.0000,383362.73098700000,4103345.20552000000
1031,4246.0000,383425.42750800000,4103253.43789000000
1041,4246.0000,383566.83010000000,4103278.39525000000
1051,4246.0000,383429.51485700000,4103165.91203000000
1061,4246.0000,383333.20982100000,4103083.54689000000
1071,4246.0000,383119.42327000000,4103139.64616000000
1081,4246.0000,382877.40661200000,4103056.39680000000
1091,4246.0000,382807.49327500000,4103111.89560000000
1101,4246.0000,382753.85653800000,4103271.60540000000
1111,4246.0000,382866.36576800000,4103446.86961000000
1121,4246.0000,382714.23026300000,4103510.63998000000
1131,4246.0000,382585.55218800000,4103476.56243000000
1141,4246.0000,382511.38581400000,4103458.74593000000
1151,4246.0000,382406.12295200000,4103515.44651000000
1161,4238.0000,382437.22139500000,4103453.86742000000
1171,4238.0000,382480.62715000000,4103429.47627000000
1181,4238.0000,382666.36306800000,4103486.17782000000
1191,4238.0000,382835.18899300000,4103457.89862000000
1201,4238.0000,382745.72675000000,4103297.87135000000
1211,4238.0000,382773.85666900000,4103198.41770000000
1221,4238.0000,382760.32273900000,4103018.99642000000
1231,4238.0000,382905.11729100000,4103033.27818000000
1241,4238.0000,383186.37443400000,4103131.83410000000
1251,4238.0000,383324.58017900000,4103054.98430000000
1261,4228.0000,383307.46594600000,4103022.03832000000
1271,4228.0000,383118.78284900000,4103112.32084000000
1281,4228.0000,382924.33971600000,4102981.52628000000
1291,4228.0000,382710.40595400000,4102999.12972000000
1301,4228.0000,382760.23364600000,4103178.30134000000
1311,4228.0000,382726.21803200000,4103304.48053000000
1321,4228.0000,382816.59430000000,4103452.94960000000
1331,4228.0000,382659.64513900000,4103476.35058000000
1341,4228.0000,382534.49824500000,4103417.17475000000
1351,4228.0000,382420.53180700000,4103423.89082000000
1361,4228.0000,382431.62227200000,4103484.69833000000
1371,4266.0000,382930.21801600000,4103450.90291000000
1381,4266.0000,382831.78759400000,4103208.26883000000
1391,4266.0000,382835.06013800000,4103042.86092000000
1401,4266.0000,382949.30739500000,4103069.98607000000
1411,4266.0000,383145.91006100000,4103166.75742000000
1421,4266.0000,383400.50880200000,4103180.98243000000
1431,4266.0000,383393.00816900000,4103253.86128000000
1441,4266.0000,383325.58157600000,4103375.24593000000
1451,4266.0000,383306.41033400000,4103424.31125000000
1461,4266.0000,383155.06705400000,4103478.88999000000
1471,4276.0000,383122.30334400000,4103477.69122000000
1481,4276.0000,383319.19370000000,4103408.40900000000
1491,4276.0000,383315.02846700000,4103343.12166000000
1501,4276.0000,383302.78637700000,4103239.15735000000
1511,4276.0000,382983.36364400000,4103118.09105000000
1521,4276.0000,382883.07388100000,4103108.82103000000
1531,4276.0000,382853.44949700000,4103258.57423000000
1541,4276.0000,382928.90994800000,4103420.31444000000
1551,4286.0000,382983.01629000000,4103463.78623000000
1561,4286.0000,382854.81244900000,4103288.14132000000
1571,4286.0000,382878.28177700000,4103125.76216000000
1581,4286.0000,383017.89508700000,4103183.45840000000
1591,4286.0000,383278.49574800000,4103254.58010000000
1601,4286.0000,383211.47128000000,4103392.98581000000
1611,4286.0000,383094.57958100000,4103513.25154000000
1621,4296.0000,383117.26397600000,4103444.76785000000
1631,4296.0000,383238.78915300000,4103363.45810000000
1641,4296.0000,383175.80879900000,4103246.26901000000
1651,4296.0000,383003.51246200000,4103192.48830000000
1661,4296.0000,382864.46249900000,4103161.08279000000
1671,4296.0000,382893.97700700000,4103342.08141000000
1681,4302.0000,383008.03257500000,4103491.11589000000
1691,4302.0000,382896.75474900000,4103215.30255000000
1701,4302.0000,383061.61501500000,4103240.31525000000
1711,4316.0000,383012.19339700000,4103527.19574000000
1721,-6.0000,383233.06668500000,4103521.60271000000
1731,-6.0000,383415.17646600000,4103471.97855000000
1741,-6.0000,383388.94724000000,4103350.11412000000
1751,-6.0000,383525.10590100000,4103285.46654000000
1761,-6.0000,383581.19296900000,4103216.02403000000
1771,-6.0000,383460.12311300000,4103185.41769000000
1781,0.0000,383383.94765000000,4103051.40661000000
1791,4208.0000,383264.20041700000,4103067.90792000000
